79.01945,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
680.6788,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,20
1283.822,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,19
1881.1818,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,19
2480.2014,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
3077.45,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,19
3675.2068,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,19
4289.175,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
4875.9395,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
5474.8164,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
6077.181,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
6675.7817,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
7279.79,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
7893.882,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
8479.072,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
9074.228,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
9683.538,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
10277.268,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
10883.143,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
11477.347,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
12088.608,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
12684.673,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
13289.417,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
13889.363,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,18
14480.692,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
15083.256,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
15687.639,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
16295.231,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
16887.45,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
17484.006,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
18108.477,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
18684.658,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
19285.633,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
19881.336,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
20485.004,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
21078.99,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
21686.959,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
22286.34,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
22898.688,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
23477.383,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
24087.063,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
24681.037,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
25285.459,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
25877.412,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
26489.016,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
27093.566,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
27678.21,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
28278.59,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
28875.654,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
29479.54,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
30083.58,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
30686.156,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
31286.348,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
31875.336,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
32476.006,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
33078.203,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
33680.81,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
34283.137,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
34873.234,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
35474.85,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
36078.086,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
36682.08,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
37283.465,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
37879.05,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
38477.652,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
39077.7,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
39688.906,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
40274.9,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
40881.65,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
41491.504,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
42089.74,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
42682.098,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
43280.785,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
43890.754,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
44477.773,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
45088.16,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
45680.805,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
46276.44,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
46883.59,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
47476.445,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
48072.88,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
48677.176,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
49277.613,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
49874.105,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
50480.203,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
51075.418,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
51677.316,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
52276.555,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
52876.805,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
53469.484,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
54076.973,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
54671.344,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
55272.082,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
55877.19,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,16
56477.7,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
57078.125,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,17
57675.973,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
58282.027,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
58885.625,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
59483.992,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
60081.78,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
60690.887,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
61280.816,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
61878.38,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
62487.207,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
63082.36,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
63682.703,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
64275.305,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
64878.86,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
65478.71,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,14
66074.83,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
66681.375,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
67276.59,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,15
67878.96,1AeWPnmGsxhWBMqq2pdJgEBqbdLLY6zCTFaxjLQ1c3BXKn,query,13
